RowNum,TimeStamp,AmpHoursDCBus,BackEMFMotorImag,BackEMFMotorReal,CarGear,CurrentBattery,CurrentBus,CurrentMotorImag,CurrentMotorReal,CurrentPhaseA,CurrentPhaseB,CurrentRequested,EnableRegen,FanDrivePercent,FanDriveRPM,Odometer,PotAccel,PotRegen,TempAirInlet,TempAirOutlet,TempAvg,TempCapacitor,TemperatureCell01,TemperatureCell02,TemperatureCell03,TemperatureCell04,TempHeatsink,TempMax,TempMin,TempMotor,TempProcessor,VelocityMotor,VelocityVehicle,VoltageAvg,VoltageBattery,VoltageBus,VoltageCell01,VoltageCell02,VoltageCell03,VoltageCell04,VoltageCell05,VoltageCell06,VoltageCell07,VoltageCell08,VoltageCell09,VoltageCell10,VoltageCell11,VoltageCell12,VoltageCell13,VoltageCell14,VoltageCell15,VoltageCell16,VoltageCell17,VoltageCell18,VoltageCell19,VoltageCell20,VoltageCell21,VoltageCell22,VoltageCell23,VoltageCell24,VoltageCell25,VoltageCell26,VoltageCell27,VoltageCell28,VoltageCell29,VoltageCell30,VoltageCell31,VoltageCell32,VoltageFifteenVSupply,VoltageMax,VoltageMin,VoltageMotorImag,VoltageMotorReal,VoltageOnePtSixtyFiveVRef,VoltageOnePtTwoVSupply,VoltageTwoPtFiveVSupply
1,2015-05-16 11:13:50.083000000,0,0,0,0000000000000008,-62.66666666666667,0,0,0,0.32424832399999998,0.37000084799999999,.00000000000000,,0,2946.1669999999999,-5.5554699999999999E-2,1.16363636363636,.00000000000000,26.732569999999999,-19.451989999999999,,-19.451989999999999,-400.00000000000000,-400.00000000000000,-400.00000000000000,-400.00000000000000,29.127106000000001,.00000000000000,-400.00000000000000,258.17259999999999,31.968900000000001,0,0,,127596.92156862745098,128.152784,3897.00000000000000,3906.00000000000000,3928.00000000000000,3959.00000000000000,4011.00000000000000,4084.00000000000000,4138.00000000000000,4135.00000000000000,3876.00000000000000,3898.00000000000000,3918.50000000000000,3951.00000000000000,3987.00000000000000,4056.00000000000000,4135.00000000000000,4129.00000000000000,3903.33333333333333,3914.00000000000000,3933.00000000000000,3962.83333333333333,3995.00000000000000,4066.00000000000000,4145.00000000000000,4149.00000000000000,3895.83333333333333,3914.16666666666667,3929.50000000000000,3956.00000000000000,4002.00000000000000,4067.00000000000000,4148.00000000000000,4149.00000000000000,15.008421999999999,4150.00000000000000,.00000000000000,0.40358447200000003,0,1.64538040000000,1.21188820000000,2.4951013999999998
2,2015-05-16 11:13:55.080000000,0,0,0,0000000000000008,-61.02000000000000,0,0,0,0.30843068000000001,0.35448265600000001,.00000000000000,,0,2940.2159999999999,-5.5554699999999999E-2,1.12500000000000,.00000000000000,26.732569999999999,-19.451989999999999,,-19.451989999999999,-400.00000000000000,-400.00000000000000,-400.00000000000000,-400.00000000000000,29.092341999999999,.00000000000000,-400.00000000000000,258.17259999999999,31.880040000000001,0,0,,127592.22000000000000,128.168488,3897.00000000000000,3906.00000000000000,3928.00000000000000,3959.00000000000000,4011.66666666666667,4084.00000000000000,4138.00000000000000,4135.00000000000000,3876.00000000000000,3898.00000000000000,3918.66666666666667,3951.00000000000000,3987.00000000000000,4056.00000000000000,4135.00000000000000,4128.66666666666667,3903.33333333333333,3914.00000000000000,3933.00000000000000,3963.00000000000000,3995.00000000000000,4066.00000000000000,4145.00000000000000,4149.00000000000000,3895.83333333333333,3914.16666666666667,3929.33333333333333,3956.00000000000000,4002.00000000000000,4067.00000000000000,4148.00000000000000,4149.00000000000000,15.010960000000001,4149.00000000000000,.00000000000000,0.40514993199999999,0,1.64570880000000,1.21218960000000,2.4953854
3,2015-05-16 11:14:00.087000000,0,0,0,0000000000000008,-60.96000000000000,0,0,0,0.31788159199999999,0.36298751200000001,.00000000000000,,0,2946.1669999999999,-5.5554699999999999E-2,1.10714285714286,.00000000000000,26.689609999999998,-19.451989999999999,,-19.451989999999999,-400.00000000000000,-400.00000000000000,-400.00000000000000,-400.00000000000000,29.066559999999999,.00000000000000,-400.00000000000000,258.17259999999999,31.880040000000001,0,0,,127585.96000000000000,128.161756,3897.00000000000000,3906.00000000000000,3928.00000000000000,3959.00000000000000,4011.60000000000000,4083.80000000000000,4138.20000000000000,4135.00000000000000,3876.00000000000000,3898.00000000000000,3918.80000000000000,3951.00000000000000,3987.00000000000000,4056.00000000000000,4135.00000000000000,4128.60000000000000,3903.20000000000000,3914.00000000000000,3933.00000000000000,3962.60000000000000,3995.00000000000000,4066.00000000000000,4145.00000000000000,4149.00000000000000,3895.60000000000000,3914.20000000000000,3929.40000000000000,3956.00000000000000,4002.00000000000000,4067.00000000000000,4148.00000000000000,4149.00000000000000,15.009740000000001,4149.00000000000000,.00000000000000,0.40214538,0,1.64558280000000,1.21201540000000,2.4952174
4,2015-05-16 11:14:05.090000000,0,0,0,0000000000000008,-62.08000000000000,0,0,0,0.31728936800000002,0.368436812,.00000000000000,,0,2946.1669999999999,-5.5554699999999999E-2,1.12500000000000,.00000000000000,26.646640000000001,-19.451989999999999,,-19.451989999999999,-400.00000000000000,-400.00000000000000,-400.00000000000000,-400.00000000000000,29.02261,.00000000000000,-400.00000000000000,258.97669999999999,31.83511,0,0,,127599.06000000000000,128.17461599999999,3897.00000000000000,3906.00000000000000,3928.00000000000000,3959.00000000000000,4011.16666666666667,4084.00000000000000,4138.16666666666667,4135.00000000000000,3876.00000000000000,3898.00000000000000,3918.33333333333333,3951.00000000000000,3987.00000000000000,4056.00000000000000,4135.00000000000000,4128.83333333333333,3903.16666666666667,3914.00000000000000,3933.00000000000000,3962.33333333333333,3995.00000000000000,4066.00000000000000,4145.00000000000000,4149.00000000000000,3895.83333333333333,3914.00000000000000,3929.83333333333333,3956.00000000000000,4002.00000000000000,4067.00000000000000,4148.00000000000000,4149.00000000000000,15.011642,4149.00000000000000,.00000000000000,0.403271196,0,1.64583620000000,1.21226960000000,2.4955096000000001
5,2015-05-16 11:14:10.103000000,0,0,0,0000000000000008,-62.08000000000000,0,0,0,0.29036521999999998,0.34180736,.00000000000000,,0,2940.2159999999999,-5.5554699999999999E-2,1.16071428571429,.00000000000000,26.646640000000001,-19.451989999999999,,-19.451989999999999,-400.00000000000000,-400.00000000000000,-400.00000000000000,-400.00000000000000,28.996828000000001,.00000000000000,-400.00000000000000,258.17259999999999,31.83511,0,0,,127580.42000000000000,128.17166399999999,3897.00000000000000,3906.00000000000000,3928.00000000000000,3959.00000000000000,4011.16666666666667,4084.00000000000000,4138.00000000000000,4135.00000000000000,3876.00000000000000,3898.00000000000000,3918.66666666666667,3951.00000000000000,3987.00000000000000,4056.00000000000000,4135.00000000000000,4129.00000000000000,3903.16666666666667,3914.00000000000000,3933.00000000000000,3962.00000000000000,3995.00000000000000,4066.00000000000000,4145.00000000000000,4149.00000000000000,3895.50000000000000,3914.00000000000000,3929.83333333333333,3956.00000000000000,4002.00000000000000,4067.00000000000000,4148.00000000000000,4149.00000000000000,15.010972000000001,4149.00000000000000,.00000000000000,0.40318680000000001,0,1.64573220000000,1.21217360000000,2.4953897999999999
6,2015-05-16 11:14:15.090000000,0,0,0,0000000000000008,-60.88000000000000,0,0,0,0.32539558400000002,0.36535454000000001,.00000000000000,,0,2946.1669999999999,-5.5554699999999999E-2,1.20000000000000,.00000000000000,26.603670000000001,-19.451989999999999,,-19.451989999999999,-400.00000000000000,-400.00000000000000,-400.00000000000000,-400.00000000000000,28.953275999999999,.00000000000000,-400.00000000000000,258.17259999999999,31.791170000000001,0,0,,127575.48000000000000,128.17340799999999,3897.00000000000000,3906.00000000000000,3928.00000000000000,3959.00000000000000,4011.00000000000000,4083.80000000000000,4138.60000000000000,4135.00000000000000,3876.00000000000000,3898.00000000000000,3918.20000000000000,3951.00000000000000,3987.00000000000000,4056.00000000000000,4135.00000000000000,4128.80000000000000,3903.20000000000000,3914.00000000000000,3933.00000000000000,3962.20000000000000,3995.00000000000000,4066.00000000000000,4145.00000000000000,4148.80000000000000,3895.60000000000000,3914.00000000000000,3929.40000000000000,3956.00000000000000,4002.00000000000000,4067.00000000000000,4148.00000000000000,4149.00000000000000,15.011184,4149.00000000000000,.00000000000000,0.40283298000000001,0,1.64575840000000,1.21225280000000,2.4954605999999999
7,2015-05-16 11:14:20.120000000,0,0,0,0000000000000008,-61.14000000000000,0,0,0,0.30901527600000001,0.365714072,.00000000000000,,0,2946.1669999999999,-5.5554699999999999E-2,1.10909090909091,.00000000000000,26.603670000000001,-19.451989999999999,,-19.451989999999999,-400.00000000000000,-400.00000000000000,-400.00000000000000,-400.00000000000000,28.935700000000001,.00000000000000,-400.00000000000000,258.17259999999999,31.747219999999999,0,0,,127576.66000000000000,128.163948,3897.00000000000000,3906.00000000000000,3928.00000000000000,3959.00000000000000,4011.16666666666667,4084.00000000000000,4138.00000000000000,4135.00000000000000,3876.00000000000000,3898.00000000000000,3918.50000000000000,3951.00000000000000,3987.00000000000000,4056.00000000000000,4135.00000000000000,4128.50000000000000,3903.16666666666667,3914.00000000000000,3933.00000000000000,3962.00000000000000,3995.00000000000000,4066.00000000000000,4145.00000000000000,4149.00000000000000,3895.83333333333333,3914.00000000000000,3929.16666666666667,3956.00000000000000,4002.00000000000000,4067.00000000000000,4148.00000000000000,4149.00000000000000,15.010172000000001,4149.00000000000000,.00000000000000,0.40351153200000001,0,1.64563560000000,1.21214760000000,2.4953438000000001
8,2015-05-16 11:14:25.107000000,0,0,0,0000000000000008,-61.44000000000000,0,0,0,0.30281831199999998,0.35307597600000001,.00000000000000,,0,2940.2159999999999,-5.5554699999999999E-2,1.25000000000000,.00000000000000,26.603670000000001,-19.451989999999999,,-19.451989999999999,-400.00000000000000,-400.00000000000000,-400.00000000000000,-400.00000000000000,28.900539999999999,.00000000000000,-400.00000000000000,258.17259999999999,31.747219999999999,0,0,,127580.50000000000000,128.16483199999999,3897.00000000000000,3906.00000000000000,3928.00000000000000,3959.00000000000000,4011.20000000000000,4084.00000000000000,4138.00000000000000,4135.00000000000000,3876.00000000000000,3898.00000000000000,3919.00000000000000,3951.00000000000000,3987.00000000000000,4056.00000000000000,4135.00000000000000,4128.80000000000000,3903.00000000000000,3914.00000000000000,3933.00000000000000,3962.20000000000000,3995.00000000000000,4066.00000000000000,4145.00000000000000,4149.00000000000000,3895.60000000000000,3914.00000000000000,3929.00000000000000,3956.00000000000000,4002.00000000000000,4067.00000000000000,4148.00000000000000,4149.00000000000000,15.010514000000001,4149.00000000000000,.00000000000000,0.40366173599999999,0,1.64567060000000,1.21218160000000,2.4953452
9,2015-05-16 11:14:30.113000000,0,0,0,0000000000000008,-61.04000000000000,0,0,0,0.32903575200000001,0.32573128800000001,.00000000000000,,0,2946.1669999999999,-5.5554699999999999E-2,1.12727272727273,.00000000000000,26.560700000000001,-19.451989999999999,,-19.451989999999999,-400.00000000000000,-400.00000000000000,-400.00000000000000,-400.00000000000000,28.883158000000002,.00000000000000,-400.00000000000000,258.17259999999999,31.702300000000001,0,0,,127577.92000000000000,128.169444,3897.00000000000000,3906.00000000000000,3928.00000000000000,3959.00000000000000,4011.16666666666667,4084.00000000000000,4138.00000000000000,4135.00000000000000,3876.00000000000000,3898.00000000000000,3918.50000000000000,3951.00000000000000,3987.00000000000000,4056.00000000000000,4135.00000000000000,4129.00000000000000,3903.00000000000000,3914.00000000000000,3933.00000000000000,3962.00000000000000,3995.00000000000000,4066.00000000000000,4145.00000000000000,4149.00000000000000,3895.66666666666667,3914.00000000000000,3929.16666666666667,3956.00000000000000,4002.00000000000000,4067.00000000000000,4148.00000000000000,4149.00000000000000,15.010462,4149.00000000000000,.00000000000000,0.40328932000000001,0,1.64567660000000,1.21218500000000,2.4953002
10,2015-05-16 11:14:35.143000000,0,0,0,0000000000000008,-61.04000000000000,0,0,0,0.31399727199999999,0.34553336000000001,.00000000000000,,0,2940.2159999999999,-5.5554699999999999E-2,1.10714285714286,.00000000000000,26.518709999999999,-19.451989999999999,,-19.451989999999999,-400.00000000000000,-400.00000000000000,-400.00000000000000,-400.00000000000000,28.848790000000001,.00000000000000,-400.00000000000000,258.17259999999999,31.702300000000001,0,0,,127577.92000000000000,128.163712,3897.00000000000000,3906.00000000000000,3928.00000000000000,3959.00000000000000,4011.16666666666667,4084.00000000000000,4138.00000000000000,4135.00000000000000,3875.83333333333333,3898.00000000000000,3918.66666666666667,3951.00000000000000,3987.00000000000000,4056.00000000000000,4135.00000000000000,4129.00000000000000,3903.16666666666667,3914.00000000000000,3933.00000000000000,3962.00000000000000,3995.00000000000000,4066.00000000000000,4145.00000000000000,4149.00000000000000,3895.33333333333333,3914.00000000000000,3929.16666666666667,3956.00000000000000,4002.00000000000000,4067.00000000000000,4148.00000000000000,4149.00000000000000,15.010046000000001,4149.00000000000000,.00000000000000,0.40311097600000001,0,1.64566500000000,1.21214120000000,2.4952255999999999
